,RegionName,State,Metro,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
144,Burlington County,NJ,Philadelphia-Camden-Wilmington,1550.0,1600.0,1575.0,1600.0,1700.0,1650.0,1677.5,1675.0,1650.0,1650.0,1650.0,1650.0,1600.0,1600.0,1575.0,1575.0,1600.0,1650.0,1650.0,1650.0,1600.0,1600.0,1592.0,1575.0,1575.0,1600.0,1600.0,1614.5,1650.0,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1600.0,1600.0,1650.0,1604.0,1700.0,1700.0,1650.0,1700.0,1650.0,1700.0,1675.0,1600.0,1606.0,1600.0,1600.0,1650.0,1650.0,1650.0,1675.0,1650.0,1604.5,1600.0,1610.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1650.0,1700.0,1650.0,1675.0,1662.5,1650.0,1650.0
178,Mercer County,NJ,Trenton,1850.0,1800.0,1700.0,1662.5,1800.0,1850.0,1975.0,1975.0,1900.0,1850.0,1850.0,1800.0,1750.0,1750.0,1700.0,1700.0,1800.0,1900.0,1900.0,1825.0,1700.0,1700.0,1650.0,1600.0,1695.0,1695.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1800.0,1800.0,1800.0,1700.0,1700.0,1700.0,1800.0,1800.0,1850.0,1997.0,1850.0,1850.0,1650.0,1800.0,1800.0,1600.0,1700.0,1650.0,1750.0,1800.0,1850.0,2000.0,1940.0,1800.0,1800.0,1700.0,1675.0,1600.0,1600.0,1550.0,1550.0,1700.0,1792.5,1725.0,1800.0,1800.0,1750.0,1800.0,1700.0,1700.0
193,Somerset County,NJ,New York-Newark-Jersey City,1950.0,1999.0,2000.0,2000.0,2200.0,2250.0,2200.0,2100.0,2150.0,2150.0,2050.0,2000.0,2000.0,2000.0,2000.0,2000.0,2200.0,2250.0,2200.0,2250.0,2250.0,2200.0,2200.0,2195.0,2100.0,2100.0,2199.5,2200.0,2350.0,2400.0,2375.0,2350.0,2300.0,2200.0,2200.0,2200.0,2300.0,2300.0,2250.0,2250.0,2400.0,2387.5,2400.0,2150.0,2350.0,2200.0,2262.5,2250.0,2290.0,2250.0,2300.0,2337.5,2400.0,2500.0,2400.0,2325.0,2300.0,2350.0,2350.0,2300.0,2300.0,2300.0,2300.0,2300.0,2400.0,2375.0,2400.0,2350.0,2399.5,2350.0,2300.0,2350.0
221,Gloucester County,NJ,Philadelphia-Camden-Wilmington,1550.0,1537.5,1537.5,1500.0,1497.5,1500.0,1500.0,1550.0,1550.0,1500.0,1600.0,1600.0,1600.0,1550.0,1550.0,1550.0,1550.0,1600.0,1650.0,1575.0,1600.0,1600.0,1600.0,1582.5,1550.0,1550.0,1550.0,1600.0,1600.0,1600.0,1600.0,1600.0,1625.0,1650.0,1675.0,1650.0,1650.0,1650.0,1650.0,1675.0,1650.0,1650.0,1650.0,1650.0,1650.0,1500.0,1650.0,1650.0,1700.0,1650.0,1650.0,1725.0,1800.0,1700.0,1700.0,1675.0,1620.0,1650.0,1722.5,1750.0,1800.0,1800.0,1750.0,1750.0,1750.0,1700.0,1700.0,1687.5,1650.0,1695.0,1700.0,1755.0
234,Atlantic County,NJ,Atlantic City-Hammonton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,1997.5,1787.5,1625.0,1600.0,1600.0,1650.0,1875.0,2200.0,2200.0,2172.5,2300.0,2200.0,2000.0,1800.0,1700.0,1650.0,1700.0,1650.0,1750.0,1800.0,1985.0,2150.0,1850.0,1800.0,1800.0,1800.0,1650.0,1550.0,1550.0,1500.0,1650.0,1750.0,1800.0,1850.0,1800.0,1800.0,1800.0,1650.0,1600.0,1500.0,1500.0,1500.0,1650.0,1700.0,1725.0,1800.0,1950.0,1950.0,1800.0,1600.0,1600.0,1600.0,1600.0,1650.0
384,Cumberland County,NJ,Vineland-Bridgeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1100.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1225.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1175.0,1200.0,1200.0,1225.0,1250.0,1250.0
402,Sussex County,NJ,New York-Newark-Jersey City,1400.0,1400.0,1400.0,1400.0,1400.0,1375.0,1500.0,1500.0,1550.0,1550.0,1550.0,1500.0,1500.0,1450.0,1400.0,1400.0,1450.0,1500.0,1475.0,1462.5,1500.0,1550.0,1550.0,1512.5,1550.0,1500.0,1512.5,1500.0,1500.0,1437.5,1500.0,1500.0,1400.0,1500.0,1500.0,1412.5,1400.0,1400.0,1500.0,1500.0,1500.0,1525.0,1495.0,1550.0,1600.0,1550.0,1550.0,1500.0,1500.0,1500.0,1562.5,1500.0,1525.0,1500.0,1500.0,1550.0,1650.0,1600.0,1600.0,1600.0,1550.0,1600.0,1600.0,1562.5,1750.0,1700.0,1700.0,1700.0,1662.5,1600.0,1675.0,1600.0
454,Hunterdon County,NJ,New York-Newark-Jersey City,1950.0,1875.0,1800.0,1800.0,2000.0,2050.0,2150.0,2000.0,2100.0,2100.0,1985.0,2000.0,1997.5,2100.0,2125.0,2100.0,2100.0,2100.0,2250.0,2250.0,2100.0,2100.0,2100.0,2100.0,2200.0,2200.0,2200.0,2250.0,2200.0,2200.0,2150.0,2200.0,2175.0,2012.5,2050.0,2100.0,2095.0,2000.0,2000.0,1835.0,1995.0,2200.0,2250.0,2200.0,2200.0,2200.0,2349.5,2100.0,2200.0,2195.0,2147.5,2250.0,2225.0,2225.0,2162.5,2200.0,2172.5,2150.0,2200.0,2200.0,2150.0,2100.0,2200.0,2100.0,2200.0,2300.0,2250.0,2250.0,2225.0,2100.0,2300.0,2200.0
500,Warren County,NJ,Allentown-Bethlehem-Easton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1700.0,1500.0,1600.0,1500.0,1375.0,1400.0,1400.0,1475.0,1500.0,1500.0,1487.5,1412.5,1575.0,1600.0,1400.0,1350.0,1350.0,1350.0,1475.0,1462.5,1512.5,1600.0,1575.0,1550.0,1600.0,1550.0,1495.0,1350.0
633,Salem County,NJ,Philadelphia-Camden-Wilmington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1125.0,1137.5,1100.0,1100.0,1200.0,1100.0,1175.0,1100.0,1100.0,1147.5,1150.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
